"ID","Name","LocalizedName","ID","AttachPoint","TargetIds","AppType","Property","Val1","Val2","Enchantment","Curve"
"","","","00524412","","","Add","Keywords","0016303f / dn_HasReceiver_ArmorPiercing1",2,"",""
"","","","00524412","","","Add","ActorValues","00097341 / ArmorPenetration",0.0,"{'id': '00097341', 'name': 'ArmorPenetration', 'full': 'Light'}","Weapons\WeaponMods\Weapon_PARENT_Mod_ArmorPen.json
{'curve': [{'x': 1, 'y': 40}, {'x': 100, 'y': 40}]}"
"","","","00245e1c","","","Add","Keywords","00163047 / dn_HasMag_Small",2,"",""
"002446dd","mod_HuntingRifle_Magazine_Ammo-Reload","Swift Magazine","002446dd","0005d4d7_ap_gun_Mag","00050f1e_ma_HuntingRifle"
"","","","0052440f","","","MullAdd","APCost",0.05,0.0,"",""
"","","","0052440f","","","MullAdd","SightedTransition",0.03,0.0,"",""
"","","","0052440f","","","MullAdd","Weight",0.075,0.0,"",""
"","","","0052440f","","","MullAdd","AmmoCapacity",0.25,0.0,"",""
"","","","0052440f","","","MullAdd","Value",0.3,0.0,"",""
"","","","0052440f","","","Add","Durability",-5,0,"",""
"","","","0052441a","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","0052441a","","","MullAdd","ReloadSpeed",0.15,0.0,"",""
"","","","0052441a","","","MullAdd","Weight",0.05,0.0,"",""
"","","","0052441a","","","MullAdd","Value",0.1,0.0,"",""
"","","","0052441a","","","Add","Durability",-2,0,"",""
"","","","002446dd","","","Add","Keywords","00163048 / dn_HasMag_Medium",2,"",""
"002446dc","mod_HuntingRifle_Magazine_Ammo-ArmorPen","Stinging Magazine","002446dc","0005d4d7_ap_gun_Mag","00050f1e_ma_HuntingRifle"
"","","","0052440f","","","MullAdd","APCost",0.05,0.0,"",""
"","","","0052440f","","","MullAdd","SightedTransition",0.03,0.0,"",""
"","","","0052440f","","","MullAdd","Weight",0.075,0.0,"",""
"","","","0052440f","","","MullAdd","AmmoCapacity",0.25,0.0,"",""
"","","","0052440f","","","MullAdd","Value",0.3,0.0,"",""
"","","","0052440f","","","Add","Durability",-5,0,"",""
"","","","00524411","","","MullAdd","APCost",0.1,0.0,"",""
"","","","00524411","","","MullAdd","Weight",0.075,0.0,"",""
"","","","00524411","","","MullAdd","Value",0.3,0.0,"",""
"","","","00524411","","","Add","Durability",-3,0,"",""
"","","","00524411","","","Add","Enchantments","001f4425",1,"{'id': '001f4425', 'name': 'enchModArmorPenetration', 'full': '', 'type': 'Enchantment', 'target': 'Self', 'e_type': 'Constant', 'mag_effects': [{'m_effect': {'id': '001f4423', 'name': 'ModArmorPenetrationAddPerkEffect', 'full': 'ModArmorPenetrationAddPerkEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'EMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '001f4166'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",""
"","","","00524411","","","Add","Keywords","0016303f / dn_HasReceiver_ArmorPiercing1",2,"",""
"","","","00524411","","","Add","ActorValues","00097341 / ArmorPenetration",0.0,"{'id': '00097341', 'name': 'ArmorPenetration', 'full': 'Light'}","Weapons\WeaponMods\Weapon_PARENT_Mod_ArmorPen_Dual.json
{'curve': [{'x': 1, 'y': 20}, {'x': 100, 'y': 20}]}"
"","","","002446dc","","","Add","Keywords","00163048 / dn_HasMag_Medium",2,"",""
"0028c902","mod_HuntingRifle_Magazine_Reload-ArmorPen","Piercing Magazine","0028c902","0005d4d7_ap_gun_Mag","00050f1e_ma_HuntingRifle"
"","","","0052441a","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","0052441a","","","MullAdd","ReloadSpeed",0.15,0.0,"",""
"","","","0052441a","","","MullAdd","Weight",0.05,0.0,"",""
"","","","0052441a","","","MullAdd","Value",0.1,0.0,"",""
"","","","0052441a","","","Add","Durability",-2,0,"",""
"","","","00524411","","","MullAdd","APCost",0.1,0.0,"",""
"","","","00524411","","","MullAdd","Weight",0.075,0.0,"",""
"","","","00524411","","","MullAdd","Value",0.3,0.0,"",""
"","","","00524411","","","Add","Durability",-3,0,"",""
"","","","00524411","","","Add","Enchantments","001f4425",1,"{'id': '001f4425', 'name': 'enchModArmorPenetration', 'full': '', 'type': 'Enchantment', 'target': 'Self', 'e_type': 'Constant', 'mag_effects': [{'m_effect': {'id': '001f4423', 'name': 'ModArmorPenetrationAddPerkEffect', 'full': 'ModArmorPenetrationAddPerkEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'EMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '001f4166'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",""
"","","","00524411","","","Add","Keywords","0016303f / dn_HasReceiver_ArmorPiercing1",2,"",""
"","","","00524411","","","Add","ActorValues","00097341 / ArmorPenetration",0.0,"{'id': '00097341', 'name': 'ArmorPenetration', 'full': 'Light'}","Weapons\WeaponMods\Weapon_PARENT_Mod_ArmorPen_Dual.json
{'curve': [{'x': 1, 'y': 20}, {'x': 100, 'y': 20}]}"
"002446d8","mod_HuntingRifle_Grip_SecondaryDMG","Bruising Stock","002446d8","0002249f_ap_gun_Grip","00050f1e_ma_HuntingRifle"
"","","","0052441d","","","MullAdd","SecondaryDamage",0.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage.json
{'curve': [{'x': 1, 'y': 0.5}, {'x': 100, 'y': 0.5}]}"
"","","","0052441d","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0052441d","","","MullAdd","Value",0.4,0.0,"",""
"","","","0052441d","","","Add","Durability",0,0,"","ItemCondition\Durability_Mods_Weapons_VeryLow.json
{'curve': [{'x': 1, 'y': -2}, {'x': 100, 'y': -2}]}"
"","","","002446d8","","","Set","EquipSlot","00013f45",3,"",""
"","","","002446d8","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"","","","002446d8","","","Add","Keywords","0004a0a1 / WeaponTypeRifle",2,"",""
"","","","002446d8","","","Add","Keywords","000ece7d / dn_HasGrip_StockShort",2,"",""
"","","","002446d8","","","Add","Keywords","0008530a / s_35_GripRifle",2,"",""
"002446d5","mod_HuntingRifle_Grip_Recoil","Stabilized Full Stock","002446d5","0002249f_ap_gun_Grip","00050f1e_ma_HuntingRifle"
"","","","00524419","","","MullAdd","RecoilMaxDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","RecoilMinDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524419","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524419","","","Add","Durability",-2,0,"",""
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","002446d5","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"002446d1","mod_HuntingRifle_Grip_HipAccuracy","True Stock","002446d1","0002249f_ap_gun_Grip","00050f1e_ma_HuntingRifle"
"","","","00524414","","","MullAdd","ConIronSights",-0.1,0.0,"",""
"","","","00524414","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","MinConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","SightedTransition",-0.03,0.0,"",""
"","","","00524414","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524414","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524414","","","Add","Durability",-2,0,"",""
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","002446d1","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"","","","002446d1","","","Add","Keywords","00163045 / dn_HasGrip_StockMarksmans",2,"",""
"002446d3","mod_HuntingRifle_Grip_Recoil-HipAccuracy","Aligned Stock","002446d3","0002249f_ap_gun_Grip","00050f1e_ma_HuntingRifle"
"","","","00524415","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","00524415","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524415","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524415","","","Add","Durability",-2,0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","002446d3","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"","","","002446d3","","","Add","Keywords","00163045 / dn_HasGrip_StockMarksmans",2,"",""
"002446d4","mod_HuntingRifle_Grip_HipAccuracy-SecondaryDMG","Precise Stock","002446d4","0002249f_ap_gun_Grip","00050f1e_ma_HuntingRifle"
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","0052441c","","","MullAdd","SecondaryDamage",0.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage_Dual.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
"","","","0052441c","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0052441c","","","MullAdd","Value",0.3,0.0,"",""
"","","","0052441c","","","Add","Durability",0,0,"","Weapons\Weap_10mmDMG.json
{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 18}, {'x': 20, 'y': 18}, {'x': 25, 'y': 21}, {'x': 30, 'y': 21}, {'x': 35, 'y': 24}, {'x': 40, 'y': 24}, {'x': 45, 'y': 28}, {'x': 50, 'y': 28}]}"
"","","","002446d4","","","Set","EquipSlot","00013f45",3,"",""
"","","","002446d4","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"","","","002446d4","","","Add","Keywords","0004a0a1 / WeaponTypeRifle",2,"",""
"","","","002446d4","","","Add","Keywords","000ece7d / dn_HasGrip_StockShort",2,"",""
"","","","002446d4","","","Add","Keywords","0008530a / s_35_GripRifle",2,"",""
"002446d7","mod_HuntingRifle_Grip_Recoil-SecondaryDMG","Forceful Stock","002446d7","0002249f_ap_gun_Grip","00050f1e_ma_HuntingRifle"
"","","","00524415","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","00524415","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524415","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524415","","","Add","Durability",-2,0,"",""
"","","","0052441c","","","MullAdd","SecondaryDamage",0.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_Grip_SecDamage_Dual.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
"","","","0052441c","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0052441c","","","MullAdd","Value",0.3,0.0,"",""
"","","","0052441c","","","Add","Durability",0,0,"","Weapons\Weap_10mmDMG.json
{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 18}, {'x': 20, 'y': 18}, {'x': 25, 'y': 21}, {'x': 30, 'y': 21}, {'x': 35, 'y': 24}, {'x': 40, 'y': 24}, {'x': 45, 'y': 28}, {'x': 50, 'y': 28}]}"
"","","","0043b769","","","MullAdd","BaseStability",0.04,0.0,"",""
"","","","0043b769","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","0043b769","","","MullAdd","Weight",0.15,0.0,"",""
"","","","0043b769","","","MullAdd","Value",0.2,0.0,"",""
"","","","002446d7","","","Add","Keywords","00025019 / dn_HasGrip_Rifle",2,"",""
"00244668","mod_HuntingRifle_Barrel_Short_HipAccuracy","True Short Barrel","00244668","0002249d_ap_gun_Barrel","00050f1e_ma_HuntingRifle"
"","","","0027abfd","","","MullAdd","ConIronSights",-0.2,0.0,"",""
"","","","0027abfd","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfd","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
"","","","0027abfd","","","MullAdd","Value",0.1,0.0,"",""
"","","","00524414","","","MullAdd","ConIronSights",-0.1,0.0,"",""
"","","","00524414","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","MinConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","SightedTransition",-0.03,0.0,"",""
"","","","00524414","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524414","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524414","","","Add","Durability",-2,0,"",""
"","","","00524418","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","00244668","","","Add","Keywords","0002d9a5 / dn_HasBarrel_Light",2,"",""
"","","","00244668","","","Add","Keywords","00044455 / remapNode_CFrontSight_P-FrontSight",2,"",""
"","","","00244668","","","Add","Keywords","00181b33 / remapNode_CMuzzle_P-MuzzleMove",2,"",""
"","","","00244668","","","Add","Keywords","0004f62c / remapNode",2,"",""
"0024467e","mod_HuntingRifle_Barrel_Short_Recoil","Stabilized Short Barrel","0024467e","0002249d_ap_gun_Barrel","00050f1e_ma_HuntingRifle"
"","","","0027abfd","","","MullAdd","ConIronSights",-0.2,0.0,"",""
"","","","0027abfd","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfd","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
"","","","0027abfd","","","MullAdd","Value",0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","00524419","","","MullAdd","RecoilMaxDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","RecoilMinDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524419","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524419","","","Add","Durability",-2,0,"",""
"","","","0024467e","","","Add","Keywords","0002d9a5 / dn_HasBarrel_Light",2,"",""
"","","","0024467e","","","Add","Keywords","00044455 / remapNode_CFrontSight_P-FrontSight",2,"",""
"","","","0024467e","","","Add","Keywords","00181b33 / remapNode_CMuzzle_P-MuzzleMove",2,"",""
"","","","0024467e","","","Add","Keywords","0004f62c / remapNode",2,"",""
"0024467f","mod_HuntingRifle_Barrel_Short_Recoil-HipAccuracy","Aligned Short Barrel","0024467f","0002249d_ap_gun_Barrel","00050f1e_ma_HuntingRifle"
"","","","0027abfd","","","MullAdd","ConIronSights",-0.2,0.0,"",""
"","","","0027abfd","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfd","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
"","","","0027abfd","","","MullAdd","Value",0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMaxDegree",-0.1,0.0,"",""
"","","","00524418","","","MullAdd","RecoilMinDegree",-0.1,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","00524415","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524415","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524415","","","Add","Durability",-2,0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","0024467f","","","Add","Keywords","0002d9a5 / dn_HasBarrel_Light",2,"",""
"","","","0024467f","","","Add","Keywords","00044455 / remapNode_CFrontSight_P-FrontSight",2,"",""
"","","","0024467f","","","Add","Keywords","00181b33 / remapNode_CMuzzle_P-MuzzleMove",2,"",""
"","","","0024467f","","","Add","Keywords","0004f62c / remapNode",2,"",""
"00242f25","mod_HuntingRifle_Barrel_Long_Recoil","Stabilized Long Barrel","00242f25","0002249d_ap_gun_Barrel","00050f1e_ma_HuntingRifle"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","00524416","","","MullAdd","RecoilMaxDegree",0.5,0.0,"",""
"","","","00524416","","","MullAdd","RecoilMinDegree",0.5,0.0,"",""
"","","","00524419","","","MullAdd","RecoilMaxDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","RecoilMinDegree",-0.25,0.0,"",""
"","","","00524419","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524419","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524419","","","Add","Durability",-2,0,"",""
"","","","00242f25","","","Add","Keywords","0002d9a5 / dn_HasBarrel_Light",2,"",""
"","","","00242f25","","","Add","Keywords","00044455 / remapNode_CFrontSight_P-FrontSight",2,"",""
"","","","00242f25","","","Add","Keywords","00181b33 / remapNode_CMuzzle_P-MuzzleMove",2,"",""
"","","","00242f25","","","Add","Keywords","0004f62c / remapNode",2,"",""
"00242f09","mod_HuntingRifle_Barrel_Long_HipAccuracy","True Long Barrel","00242f09","0002249d_ap_gun_Barrel","00050f1e_ma_HuntingRifle"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","00524416","","","MullAdd","RecoilMaxDegree",0.5,0.0,"",""
"","","","00524416","","","MullAdd","RecoilMinDegree",0.5,0.0,"",""
"","","","00524414","","","MullAdd","ConIronSights",-0.1,0.0,"",""
"","","","00524414","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","MinConDegree",-0.25,0.0,"",""
"","","","00524414","","","MullAdd","SightedTransition",-0.03,0.0,"",""
"","","","00524414","","","MullAdd","Weight",0.3,0.0,"",""
"","","","00524414","","","MullAdd","Value",0.4,0.0,"",""
"","","","00524414","","","Add","Durability",-2,0,"",""
"","","","00242f09","","","Add","Keywords","00025014 / dn_HasBarrel_Long",2,"",""
"","","","00242f09","","","Add","Keywords","0002d9a6 / dn_HasBarrel_Ported",2,"",""
"","","","00242f09","","","Add","Keywords","00044455 / remapNode_CFrontSight_P-FrontSight",2,"",""
"","","","00242f09","","","Add","Keywords","00181b33 / remapNode_CMuzzle_P-MuzzleMove",2,"",""
"","","","00242f09","","","Add","Keywords","0004f62c / remapNode",2,"",""
"00242f2a","mod_HuntingRifle_Barrel_Long_Recoil-HipAccuracy","Aligned Long Barrel","00242f2a","0002249d_ap_gun_Barrel","00050f1e_ma_HuntingRifle"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","00524416","","","MullAdd","RecoilMaxDegree",0.5,0.0,"",""
"","","","00524416","","","MullAdd","RecoilMinDegree",0.5,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMaxDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","RecoilMinDegree",-0.125,0.0,"",""
"","","","00524415","","","MullAdd","APCost",-0.05,0.0,"",""
"","","","00524415","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524415","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524415","","","Add","Durability",-2,0,"",""
"","","","00524413","","","MullAdd","ConIronSights",-0.05,0.0,"",""
"","","","00524413","","","MullAdd","MaxConDegree",-0.25,0.0,"",""
"","","","00524413","","","MullAdd","MinConDegree",-0.125,0.0,"",""
"","","","00524413","","","MullAdd","SightedTransition",-0.015,0.0,"",""
"","","","00524413","","","MullAdd","Weight",0.05,0.0,"",""
"","","","00524413","","","MullAdd","Value",0.2,0.0,"",""
"","","","00524413","","","Add","Durability",-3,0,"",""
"","","","00242f2a","","","Add","Keywords","00044455 / remapNode_CFrontSight_P-FrontSight",2,"",""
"","","","00242f2a","","","Add","Keywords","00181b33 / remapNode_CMuzzle_P-MuzzleMove",2,"",""
"","","","00242f2a","","","Add","Keywords","0004f62c / remapNode",2,"",""
"001a05d8","mod_44_receiver_Base","Standard Receiver","001a05d8","00024004_ap_gun_receiver","0018871f_ma_44"
"","","","005ae917","","","Add","Keywords","005ae934 / IsAmmoType_44",2,"",""
"","","","001a05d8","","","Add","Keywords","00163038 / dn_HasReceiver_Standard",2,"",""
"00158253","mod_44_grip_Base","Standard Grip","00158253","0002249f_ap_gun_Grip","0018871f_ma_44"
"","","","00158253","","","Add","Keywords","00025018 / dn_HasGrip_Pistol",2,"",""
"00158240","mod_44_barrel_veryshort_Base","Snubnose Barrel","00158240","0002249d_ap_gun_Barrel","0018871f_ma_44"
"","","","0027abfe","","","MullAdd","ConIronSights",-0.1,0.0,"",""
"","","","0027abfe","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_VeryShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 6}, {'x': 100, 'y': 6}]}"
"","","","0027abfe","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_VeryShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 3}, {'x': 100, 'y': 3}]}"
"","","","00524417","","","MullAdd","RecoilMaxDegree",0.25,0.0,"",""
"","","","00524417","","","MullAdd","RecoilMinDegree",0.25,0.0,"",""
"","","","00524417","","","MullAdd","APCost",0.0,0.0,"",""
"","","","00158240","","","Add","Keywords","0004f62c / remapNode",2,"",""
"","","","00158240","","","Add","Keywords","00025017 / dn_HasBarrel_Short",2,"",""
"0006654f","mod_44_barrel_long_Base","Standard Long Barrel","0006654f","0002249d_ap_gun_Barrel","0018871f_ma_44"
"","","","0027abfa","","","MullAdd","ConIronSights",-0.25,0.0,"",""
"","","","0027abfa","","","MullAdd","MaxRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
"","","","0027abfa","","","MullAdd","MinRange",1.0,0.0,"","Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
"","","","0027abfa","","","MullAdd","Value",0.2,0.0,"",""
"","","","0027abfa","","","Add","Durability",-3,0,"",""
"","","","00524416","","","MullAdd","RecoilMaxDegree",0.5,0.0,"",""
"","","","00524416","","","MullAdd","RecoilMinDegree",0.5,0.0,"",""
"","","","0006654f","","","Add","Keywords","0004f62c / remapNode",2,"",""
