"Id","Name","Full Name","Type","Time","Activity","Target","Duration","Range","Perk","Effects"
"0011019f","DLC02WorkshopDetectLifeAbility","Workshop Detect Life","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0011019e', 'name': 'DLC02WorkshopDetectLife', 'full': 'Highlight living targets', 'keywords': [], 'd_type': '002486f8', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Cloak', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5000.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010fb71","DLC01AbRaceMrHandy","","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0010fb70', 'name': 'DLC01abMrHandyRaceEffect', 'full': 'Mr Handy Abilities', 'keywords': ['robotCanSelfDestruct'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0002866b', 'name': 'AbWaterwalking', 'full': 'Waterwalking', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '000002f7', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f7ad","DLC01crCoreMeltdownCloak01","DLC01crCoreMeltdownCloak01","Ability",1.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f7ac', 'name': 'DLC01RadiationCloakHostileOnly', 'full': 'DLC01 Radiation Cloak', 'keywords': [], 'd_type': '000df451', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Cloak', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 40, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f565","DLC01AbRaceRobobrain","","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f566', 'name': 'DLC01abRobobrainRaceEffect', 'full': 'Robobrain Abilities', 'keywords': ['robotCanSelfDestruct'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f561","DLC01AssaultronHeadTrapSpell","Assaultron Head Trap","Spell",0.0,"Concentration","Aimed",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f562', 'name': 'DLC01AssaultronHeadTrapEffect', 'full': 'Assaultron Head Trap', 'keywords': ['DamageTypeEnergy'], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': {'id': '000d4d7d', 'name': 'ProjectileLaserPowerBeamRed', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Aimed', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 20.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f3d6","DeconArchSpell","eon Letter - T","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f3d7', 'name': 'DeconArchDeconMistEffect', 'full': 'Decontamination Mist', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e1', 'name': 'Rads', 'full': 'Rads'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 200.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0010f3d8', 'name': 'DeconArchDeconShockEffect', 'full': 'Decontamination Shock Effect', 'keywords': [], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 20.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00471e02', 'name': 'DeconArchCureMutationEffectDUPLICATE000', 'full': 'Decontamination Cure Mutations', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'Yes'}]"
"0010f284","DLC01EnchBot_Cloak_StealthSpell","DLC01EnchBot_Cloak_StealthSpell","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f285', 'name': 'DLC01EnchBot_Cloak_StealthSpellEffect', 'full': 'DLC01EnchBot_Cloak_StealthSpellEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '00183312', 'name': 'ArmorShadowHide', 'full': 'Stealth in Shadows'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f282","DLC01EnchBot_Cloak_ShieldSpell","DLC01EnchBot_Cloak_ShieldSpell","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f283', 'name': 'DLC01EnchBot_Cloak_ShieldSpellEffect', 'full': 'DLC01EnchBot_Cloak_ShieldSpellEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 50.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f280","DLC01EnchBot_Cloak_RadiationSpell","DLC01EnchBot_Cloak_RadiationSpell","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f281', 'name': 'DLC01EnchBot_Cloak_RadiationSpellEffect', 'full': 'DLC01EnchBot_Cloak_RadiationSpellEffect', 'keywords': [], 'd_type': {'id': '00060a85', 'name': 'dtRadiationExposure', 'full': 'Radiation Damage'}, 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 20.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f274","DLC01EnchBot_Cloak_HealSpell","DLC01EnchBot_Cloak_HealSpell","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f273', 'name': 'DLC01EnchBot_Cloak_HealSpellEffect', 'full': 'DLC01EnchBot_Cloak_HealSpellEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d7', 'name': 'HealRate', 'full': 'Heal Rate'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 3.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f271","DLC01EnchBot_Cloak_EMPSpell","DLC01EnchBot_Cloak_EMPSpell","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f272', 'name': 'DLC01EnchBot_Cloak_EMPSpellEffect', 'full': 'DLC01EnchBot_Cloak_EMPSpellEffect', 'keywords': [], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 20.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010f26f","DLC01EnchBot_Cloak_DetectionSpell","DLC01EnchBot_Cloak_DetectionSpell","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010f270', 'name': 'DLC01EnchBot_Cloak_DetectionSpellEffect', 'full': 'DLC01EnchBot_Cloak_DetectionSpellEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002c3', 'name': 'Perception', 'full': 'Perception'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 2.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010efb7","DLC01SmokeBombHazardSpell","DLC01SmokeBombHazardSpell","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010efb6', 'name': 'DLC01SmokeBombHazardEffect', 'full': 'DLC01SmokeBombHazardEffect', 'keywords': ['NoRicochet', 'DamageTypePoison'], 'd_type': {'id': '00060a84', 'name': 'dtPoison', 'full': 'Poison Damage'}, 'resist': {'id': '000002e4', 'name': 'PoisonResist', 'full': 'Poison Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 2.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010ee0e","DLC01Bot_CommonArmorSpell_Unstable","DLC01Bot_CommonArmorSpell_Unstable","Spell",0.0,"Fire","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010ee13', 'name': 'DLC01Bot_Unstable_ExplodeEffect', 'full': 'DLC01Bot_Unstable_ExplodeEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0010ee34', 'name': 'DLC01Bot_Unstable_FrenzyEffect', 'full': 'DLC01Bot_Unstable_FrenzyEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Frenzy', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 60, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0010ee35', 'name': 'DLC01Bot_Unstable_ExplodeHeadEffect', 'full': 'DLC01Bot_Unstable_ExplodeHeadEffect', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '0018526e', 'name': 'ParalyzeEffect', 'full': 'Paralyze', 'keywords': ['ChemEffect'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Paralysis', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010ecae","DLC01RobotShield","Robot sheild","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0010ecad', 'name': 'DLC01DamageResistBotShield', 'full': 'Bot Shield damage resist', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'PValueMod', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 1000.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010eca1","DLC01_EyebotSelfDestructAb","","Ability",0.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0010eca2', 'name': 'DLC01_EyebotSelfDestructEffect', 'full': 'Eyebot Self Destruct', 'keywords': ['robotCanSelfDestruct'], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010ec9d","V96_2_EncEyebotScanner_4_Overcharged_CloakHazard","Overcharged Energy Field","Spell",0.0,"Concentration","Contact",0.0,0.0,"00000000","[{'m_effect': {'id': '0010ec9e', 'name': 'V96_2_EncEyebotScanner_4_Overcharged_CloakHazardEffect', 'full': 'Overcharged Energy Field', 'keywords': ['DamageTypeEnergy'], 'd_type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010ec9a","V96_2_EncEyebotScanner_4_Overcharged_Cloak","Overcharged Energy Field","Ability",1.0,"Constant","Self",0.0,0.0,"00000000","[{'m_effect': {'id': '0010ec9b', 'name': 'V96_2_EncEyebotScanner_4_Overcharged_CloakEffect', 'full': 'Overcharged Energy Field', 'keywords': [], 'd_type': '0010ec9d', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Cloak', 'e_type': 'Constant', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 10, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
"0010eb2a","DLC01Bot_KnockdownSpell","DLC01Bot_KnockdownSpell","Spell",0.0,"Concentration","Aimed",0.0,0.0,"00000000","[{'m_effect': {'id': '00249c4b', 'name': 'DLC01Bot_StaggerEffect', 'full': 'Pain Train Stagger', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Stagger', 'e_type': 'Concentration', 'target': 'Aimed', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 2.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00249d83', 'name': 'PerkPainTrainDamageEffect-OLD', 'full': 'Pain Train Damage Health', 'keywords': [], 'd_type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'resist': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'actor_value1': '00000000', 'projectile': {'id': '00239522', 'name': 'ProjectilePainTrainDamageHealth', 'full': '', 'destructible': '', 'gravity': 0.25, 'speed': 3000.0, 'range': 250.0, 'expl': '00000000', 'relaunch': 1.0}, 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 15.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00249c4b', 'name': 'DLC01Bot_StaggerEffect', 'full': 'Pain Train Stagger', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Stagger', 'e_type': 'Concentration', 'target': 'Aimed', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 3.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00249d83', 'name': 'PerkPainTrainDamageEffect-OLD', 'full': 'Pain Train Damage Health', 'keywords': [], 'd_type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'resist': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'actor_value1': '00000000', 'projectile': {'id': '00239522', 'name': 'ProjectilePainTrainDamageHealth', 'full': '', 'destructible': '', 'gravity': 0.25, 'speed': 3000.0, 'range': 250.0, 'expl': '00000000', 'relaunch': 1.0}, 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 30.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00171781', 'name': 'DLC01Bot_KnockbackEffect2', 'full': 'Pain Train Knockback', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d4', 'name': 'Health', 'full': 'Health'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Concentration', 'target': 'Aimed', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 4.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00249d83', 'name': 'PerkPainTrainDamageEffect-OLD', 'full': 'Pain Train Damage Health', 'keywords': [], 'd_type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'resist': {'id': '000002e3', 'name': 'DamageResist', 'full': 'Damage Resistance'}, 'actor_value1': '00000000', 'projectile': {'id': '00239522', 'name': 'ProjectilePainTrainDamageHealth', 'full': '', 'destructible': '', 'gravity': 0.25, 'speed': 3000.0, 'range': 250.0, 'expl': '00000000', 'relaunch': 1.0}, 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Concentration', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 75.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]"
