ID,NAME,PROJ_TYPE,ANIM_RELOAD,SIGHTED_TRANS,UNSIGHTED_TRANS,PROJECTILES,AMMO,SPEED,ATTACK_DELAY,DAMAGE_OUT_OF_RANGE,CAPACITY,WEIGHT,ATTACK_SPEED,AP,LOCALIZED_NAME,TAGS,DEF_MODS,EQTYPE,AT_POINTS,LEVELS,DAMAGE,CRIT,WEAP_EFFECT,MA,W_TYPE
0076aaa4,AC_MQ02_StarClown_Weapon_NONPLAYABLE,,,,,,None,1.5,0.0,-1.0,0,20.0,1.80001,45.0,Star Clown Smacker,Melee2H / ma_SuperSledge / Blunt / Hammer / MeleeGeneral / ma_Melee_Appearance,"[['000690b1', '004f6aa1', '004ed02c', '005299fc', '0068311f', '00674c25']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 0047a264_ap_customName / 001a001e_ap_melee_Appearance,30 / 40 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_SuperSledgeDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 0}, {'x': 25, 'y': 0}, {'x': 30, 'y': 65}, {'x': 35, 'y': 65}, {'x': 40, 'y': 75}, {'x': 45, 'y': 75}, {'x': 50, 'y': 85}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001f1407'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,000690b0_ma_SuperSledge / 005117b1_ma_Melee_Appearance,Melee
00424b66,ATX_AssaultronHeadCharging_Imposter,"{'id': '0010fdcf', 'name': 'crProjectileAssaultronGunHead', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 5000.0, 'expl': {'id': '000c32da', 'name': 'ExplosionElectricalSmall', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 400.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.009999999776482582}",0.83334,0.2,0.2,1,"{'id': '000c1897', 'name': 'FusionCell', 'full': 'Fusion Cell', 'ammo_type': 'Energy', 'value': 3, 'weight': 0.004999999888241291, 'projectile': {'id': '0009c663', 'name': 'ProjectileLaserRifleBeamRed', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 10000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",1.0,0.15,0.5,5,8.0,0.66667,30.0,Imposter Assaultron Head,Pistol / Laser / ma_AssaultronHead / Ranged / Energy / ma_legendarycrafting_weaponranged / ma_legendarycrafting_weapon,[['0010eae7']],BothHands,00024004_ap_gun_receiver / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 0040bd77_ap_gun_mod1 / 0040bd78_ap_gun_mod2 / 0040bd79_ap_gun_mod3 / 0040bd7a_ap_gun_mod4 / 006214d8_ap_Legendary_Crafting,25 / 35 / 45,"[{'value': 35, 'curv': ['Weapons\\Weap_DLC01AssaultronHeadChargingDMG.json', ""{'curve': [{'x': 1, 'y': 30}, {'x': 5, 'y': 30}, {'x': 10, 'y': 30}, {'x': 15, 'y': 30}, {'x': 20, 'y': 30}, {'x': 25, 'y': 30}, {'x': 30, 'y': 30}, {'x': 35, 'y': 40}, {'x': 40, 'y': 40}, {'x': 45, 'y': 50}, {'x': 50, 'y': 50}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00001847'}]","{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '000731b2', 'name': 'CritLaser', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '000731b3', 'name': 'CritLaserEffect', 'full': 'Critical Laser Hit', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}","{'id': '001a6932', 'name': 'crEnchAshPileOnDeath', 'full': 'Explode On Death', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '001a692f', 'name': 'AshPileOnDeathEffect', 'full': 'Ash Pile On Death', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 1, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",00469d1c_ma_AssaultronHead / 005ff5f5_ma_legendarycrafting_weaponranged / 00787e6e_ma_legendarycrafting_weapon,Range
00498710,ATX_CroquetMallet,,,,,,None,1.0,0.0,-1.0,0,2.0,1.80001,20.0,Croquet Mallet,ma_ATX_CroquetMallet / Melee1H / ma_WalkingCane / ma_CanHaveNullMeleeMod / MeleeGeneral / Club / Weird / Blunt,"[['000e7c3e'], ['000e7c3e'], ['00230314'], ['000e7c3e']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5,1 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_WalkingCaneDMG.json', ""{'curve': [{'x': 1, 'y': 17}, {'x': 5, 'y': 19}, {'x': 10, 'y': 22}, {'x': 15, 'y': 22}, {'x': 20, 'y': 27}, {'x': 25, 'y': 27}, {'x': 30, 'y': 32}, {'x': 35, 'y': 32}, {'x': 40, 'y': 37}, {'x': 45, 'y': 37}, {'x': 50, 'y': 42}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001f1497'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,0049870d_ma_ATX_CroquetMallet / 00185d12_ma_WalkingCane / 001c9e79_ma_CanHaveNullMeleeMod,Melee
004716ba,ATX_CroquetMallet_Red,,,,,,None,1.0,0.0,-1.0,0,2.0,1.80001,20.0,Croquet Mallet,ma_ATX_CroquetMallet / Melee1H / ma_WalkingCane / ma_CanHaveNullMeleeMod / MeleeGeneral / Club / Weird / Blunt,"[['000e7c3e'], ['000e7c3e'], ['00230314'], ['000e7c3e']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5,1 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_WalkingCaneDMG.json', ""{'curve': [{'x': 1, 'y': 17}, {'x': 5, 'y': 19}, {'x': 10, 'y': 22}, {'x': 15, 'y': 22}, {'x': 20, 'y': 27}, {'x': 25, 'y': 27}, {'x': 30, 'y': 32}, {'x': 35, 'y': 32}, {'x': 40, 'y': 37}, {'x': 45, 'y': 37}, {'x': 50, 'y': 42}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001f1497'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,0049870d_ma_ATX_CroquetMallet / 00185d12_ma_WalkingCane / 001c9e79_ma_CanHaveNullMeleeMod,Melee
00554447,ATX_Firework_Mine_Blue,"{'id': '00554593', 'name': 'ATX_Projectile_Firework_Mine_Blue', 'full': 'Firework Mine Throw', 'destructible': '', 'gravity': 0.0, 'speed': 400.0, 'range': 15000.0, 'expl': {'id': '0055458e', 'name': 'ATX_Explosion_Projectile_Firework_Launch_Blue', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': {'id': '00554591', 'name': 'ATX_Projectile_Firework_Launch_Blue', 'full': 'Fireworks Launch', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '0053b839', 'name': 'ATX_Explosion_Firework_Blue', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 384.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'exp_curv': '00000000', 'force': 2000.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",2.3333,0.25,0.25,1,None,1.0,0.0,0.0,0,0.1,1.83333,0.0,Blue Fireworks Mine,Mine / Explosive,[],GrenadeSlot,,1,[],"{'mult': 0.0, 'charge': 0.0, 'spell': '00000000'}",,,Thrown
0055c52b,ATX_Firework_Mine_Crackle,"{'id': '0055c52d', 'name': 'ATX_Projectile_Firework_Mine_Crackle', 'full': 'Firework Mine Throw', 'destructible': '', 'gravity': 0.0, 'speed': 50.0, 'range': 15000.0, 'expl': {'id': '005566d2', 'name': 'ATX_Explosion_Projectile_Firework_Launch_Crackle', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': {'id': '0055c52c', 'name': 'ATX_Projectile_Firework_Launch_Crackle', 'full': 'Fireworks Launch', 'destructible': '', 'gravity': 0.0, 'speed': 700.0, 'range': 10000.0, 'expl': {'id': '0053b837', 'name': 'ATX_Explosion_Firework_Crackle', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 384.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'exp_curv': '00000000', 'force': 1000.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",2.3333,0.25,0.25,1,None,1.0,0.0,0.0,0,0.1,1.83333,0.0,Burn Melee Attackers,Mine,[],GrenadeSlot,,1,[],"{'mult': 0.0, 'charge': 0.0, 'spell': '00000000'}",,,Thrown
005566d5,ATX_Firework_Mine_Green,"{'id': '005566d9', 'name': 'ATX_Projectile_Firework_Mine_Green', 'full': 'Firework Mine Throw', 'destructible': '', 'gravity': 0.0, 'speed': 50.0, 'range': 15000.0, 'expl': {'id': '005566d3', 'name': 'ATX_Explosion_Projectile_Firework_Launch_Green', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': {'id': '005566d7', 'name': 'ATX_Projectile_Firework_Launch_Green_NoSkyCell', 'full': 'Fireworks Launch', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '0053b836', 'name': 'ATX_Explosion_Firework_Green', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': {'id': '00113290', 'name': 'ProjectileDLC04_FireworkSilverSpawn', 'full': '', 'destructible': {'id': '0017b3b3', 'name': 'ExplosionCryoMine', 'enchantment': {'id': '00247a6b', 'name': 'EnchCritCryoFreeze', 'full': 'Crit Cryo Freeze', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '003be0da', 'name': 'CritCryoAPDrainEffect', 'full': 'Crit Cryo AP Drain', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d5', 'name': 'ActionPoints', 'full': 'Action Points'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00247a6c', 'name': 'CritCryoFreezeEffect', 'full': 'Crit Cryo Freeze', 'keywords': [], 'd_type': '00000000', 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}, 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 2000.0, 'damage': 0.0, 'd_type': {'id': '00060a83', 'name': 'dtCryo', 'full': 'Cryo Damage'}, 'd_value': 0.0, 'd_curv': ""Weapons\\Thrown\\Thrown_CryoMine_DMG.json\n{'curve': [{'x': 1, 'y': 175}, {'x': 50, 'y': 175}]}""}, 'gravity': 0.10000000149011612, 'speed': 250.0, 'range': 15000.0, 'expl': '00000000', 'relaunch': 0.25}, 'exp_curv': '00000000', 'force': 384.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'exp_curv': '00000000', 'force': 2000.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",2.3333,0.25,0.25,1,None,1.0,0.0,0.0,0,0.1,1.83333,0.0,Green Fireworks Mine,Mine / Grenade / Explosive,[],GrenadeSlot,,1,[],"{'mult': 0.0, 'charge': 0.0, 'spell': '00000000'}",,,Thrown
00554590,ATX_Firework_Mine_Red,"{'id': '00554594', 'name': 'ATX_Projectile_Firework_Mine_Red', 'full': 'Firework Mine Throw', 'destructible': '', 'gravity': 0.0, 'speed': 50.0, 'range': 15000.0, 'expl': {'id': '0055458f', 'name': 'ATX_Explosion_Projectile_Firework_Launch_Red', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': {'id': '00554592', 'name': 'ATX_Projectile_Firework_Launch_Red_NoSkyCell', 'full': 'Fireworks Launch', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': {'id': '0053b835', 'name': 'ATX_Explosion_Firework_Red_NoSkyCell', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': {'id': '00113290', 'name': 'ProjectileDLC04_FireworkSilverSpawn', 'full': '', 'destructible': {'id': '0017b3b3', 'name': 'ExplosionCryoMine', 'enchantment': {'id': '00247a6b', 'name': 'EnchCritCryoFreeze', 'full': 'Crit Cryo Freeze', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '003be0da', 'name': 'CritCryoAPDrainEffect', 'full': 'Crit Cryo AP Drain', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': {'id': '000002d5', 'name': 'ActionPoints', 'full': 'Action Points'}, 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'ValueMod', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 100.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}, {'m_effect': {'id': '00247a6c', 'name': 'CritCryoFreezeEffect', 'full': 'Crit Cryo Freeze', 'keywords': [], 'd_type': '00000000', 'resist': {'id': '000002eb', 'name': 'EnergyResist', 'full': 'Energy Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 10, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}, 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 2000.0, 'damage': 0.0, 'd_type': {'id': '00060a83', 'name': 'dtCryo', 'full': 'Cryo Damage'}, 'd_value': 0.0, 'd_curv': ""Weapons\\Thrown\\Thrown_CryoMine_DMG.json\n{'curve': [{'x': 1, 'y': 175}, {'x': 50, 'y': 175}]}""}, 'gravity': 0.10000000149011612, 'speed': 250.0, 'range': 15000.0, 'expl': '00000000', 'relaunch': 0.25}, 'exp_curv': '00000000', 'force': 384.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'exp_curv': '00000000', 'force': 2000.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",2.3333,0.25,0.25,1,None,1.0,0.0,0.0,0,0.1,1.83333,0.0,Red Fireworks Mine,Mine / Explosive,[],GrenadeSlot,,1,[],"{'mult': 0.0, 'charge': 0.0, 'spell': '00000000'}",,,Thrown
005566d6,ATX_Firework_Mine_Trails,"{'id': '005566da', 'name': 'ATX_Projectile_Firework_Mine_Trails', 'full': 'Firework Mine Throw', 'destructible': '', 'gravity': 0.0, 'speed': 50.0, 'range': 15000.0, 'expl': {'id': '005566d4', 'name': 'ATX_Explosion_Projectile_Firework_Launch_Trails', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': {'id': '005566d8', 'name': 'ATX_Projectile_Firework_Launch_Trails', 'full': 'Fireworks Launch', 'destructible': '', 'gravity': 0.0, 'speed': 700.0, 'range': 10000.0, 'expl': {'id': '0053b838', 'name': 'ATX_Explosion_Firework_Trails', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': '00000000', 'force': 384.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}, 'exp_curv': '00000000', 'force': 1000.0, 'damage': 0.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'relaunch': 0.25}",2.3333,0.25,0.25,1,None,1.0,0.0,0.0,0,0.1,1.83333,0.0,,Mine,[],GrenadeSlot,,1,[],"{'mult': 0.0, 'charge': 0.0, 'spell': '00000000'}",,,Thrown
005a5316,ATX_Grognak_HockeyStick,,,,,,None,1.0,0.0,-1.0,0,10.0,1.80001,20.0,Grognak's Hockey Stick,Melee2H / Weird / Axe / MeleeGeneral / Bladed / Archaic,[],RightHand,001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5,30 / 40 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_GrognakAxeDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 0}, {'x': 25, 'y': 0}, {'x': 30, 'y': 65}, {'x': 35, 'y': 65}, {'x': 40, 'y': 75}, {'x': 45, 'y': 75}, {'x': 50, 'y': 85}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001ef2c3'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Melee
005ef6f9,ATX_KDInkwell_Quill,,,,,,None,1.0,0.0,-1.0,0,2.0,1.13889,30.0,,Melee1H / Club / Blunt / MeleeGeneral / ma_CanHaveNullMeleeMod,"[['000e7c3e'], ['000e7c3e'], ['002302fe'], ['0017bbc5'], ['000e7c3e']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5,5 / 15 / 25 / 35 / 45,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_BatonDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 15}, {'x': 10, 'y': 15}, {'x': 15, 'y': 25}, {'x': 20, 'y': 25}, {'x': 25, 'y': 30}, {'x': 30, 'y': 30}, {'x': 35, 'y': 35}, {'x': 40, 'y': 35}, {'x': 45, 'y': 40}, {'x': 50, 'y': 40}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0006db44'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,001c9e79_ma_CanHaveNullMeleeMod,Melee
004fd64b,ATX_Sten,00000000,4.00001,0.2,0.2,1,"{'id': '0001f66b', 'name': '308Caliber', 'full': '.308 Round', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.006000000052154064, 'projectile': {'id': '00397755', 'name': 'ProjectileAmmoLongRangeTracer', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 700.0, 'range': 13000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.25,0.15,0.5,5,6.0,0.83333,28.0,The Black Knight,ma_HuntingRifle / Rifle / Ballistic / ma_BallisticGun / ma_CanHaveNullMuzzle / Sniper / Ranged,[],BothHands,00024004_ap_gun_receiver / 000498a0_ap_Gun_UniversalOffset_Range / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5,1 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,"[{'value': 0, 'curv': ['Weapons\\Weap_HuntingRifleDMG.json', ""{'curve': [{'x': 1, 'y': 40}, {'x': 5, 'y': 45}, {'x': 10, 'y': 50}, {'x': 15, 'y': 50}, {'x': 20, 'y': 55}, {'x': 25, 'y': 55}, {'x': 30, 'y': 60}, {'x': 35, 'y': 60}, {'x': 40, 'y': 65}, {'x': 45, 'y': 65}, {'x': 50, 'y': 70}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00149441'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,00050f1e_ma_HuntingRifle / 000d192e_ma_BallisticGun / 001c9e78_ma_CanHaveNullMuzzle,Range
0059561c,ATX_TurkeyRipper,,,,,,None,1.0,0.0,0.0,0,6.0,1.13889,40.0,Turkey Ripper,Ripper / ma_Ripper / Melee1H / Bladed,"[['000fa2f7'], ['000fa2f7'], ['00230308'], ['000fa2f7']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 0000283c_ap_gun_MeleeMod,40,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_RipperDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 0}, {'x': 25, 'y': 0}, {'x': 30, 'y': 0}, {'x': 35, 'y': 0}, {'x': 40, 'y': 17}, {'x': 45, 'y': 20}, {'x': 50, 'y': 20}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001ef5be'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,00188a8f_ma_Ripper,Melee
005576ca,ATX_Weapon_Melee_GardenTrowel,,,,,,None,1.0,0.0,-1.0,0,2.0,1.13889,30.0,Garden Trowel,Melee1H / Sword / Knives / Bladed / MeleeGeneral,"[['00174e18'], ['00174e18'], ['001cf2a0'], ['00230312'], ['00174e18']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5,1 / 5 / 10 / 20 / 30 / 40 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_MacheteDMG.json', ""{'curve': [{'x': 1, 'y': 15}, {'x': 5, 'y': 17}, {'x': 10, 'y': 20}, {'x': 15, 'y': 20}, {'x': 20, 'y': 25}, {'x': 25, 'y': 25}, {'x': 30, 'y': 30}, {'x': 35, 'y': 30}, {'x': 40, 'y': 35}, {'x': 45, 'y': 35}, {'x': 50, 'y': 40}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001ef3c7'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,,Melee
000ff995,AlienBlaster,00000000,2.86668,0.12,0.15,1,"{'id': '001025aa', 'name': 'AlienBlaster', 'full': 'Alien Blaster Round', 'ammo_type': 'Energy', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '001025a9', 'name': 'ProjectileAlienBlaster', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 4000.0, 'range': 5000.0, 'expl': '00000000', 'relaunch': 0.10000000149011612}, 'damage': 0.0, 'health': 0}",1.0,0.1,0.5,42,2.0,0.66667,20.0,Alien Blaster,AlienBlaster / ma_AlienBlaster / Energy / Pistol / ma_Gun_Appearance / ma_legendarycrafting_weaponranged / Ranged / ma_legendarycrafting_weapon,"[['00161c29', '001c50a5', '001888de', '001888df', '0037d0c1'], ['00161c29', '001c50a5', '001888de', '001888df'], ['00161c29', '0062eb04', '001888de', '001888df'], ['00161c29', '0062eb05', '001888de', '001888df']]",RightHand,0002249d_ap_gun_Barrel / 00022499_ap_gun_Scope / 0002249f_ap_gun_Grip / 001e32c8_ap_Legendary1 / 0005d4d7_ap_gun_Mag / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 00114364_ap_gun_Appearance / 006214d8_ap_Legendary_Crafting,20 / 30 / 40 / 50,"[{'value': 50, 'curv': ['Weapons\\Weap_AlienBlasterDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 24}, {'x': 25, 'y': 24}, {'x': 30, 'y': 28}, {'x': 35, 'y': 28}, {'x': 40, 'y': 32}, {'x': 45, 'y': 32}, {'x': 50, 'y': 37}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '00149418'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}","{'id': '0017963a', 'name': 'AlienDisintegrationEnch', 'full': 'Disintegration', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '00179638', 'name': 'AlienDisintegrationEnchEffect', 'full': 'Alien Disintegration', 'keywords': [], 'd_type': '00000000', 'resist': '00000000', 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Script', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 0.0, 'area': 0, 'duration': 3, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}",001888e0_ma_AlienBlaster / 0037d0b2_ma_Gun_Appearance / 005ff5f5_ma_legendarycrafting_weaponranged / 00787e6e_ma_legendarycrafting_weapon,Range
